Ticker,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,factor_10,factor_11,factor_12,factor_13,factor_14,factor_15
ASC,0.013455363675857705,0.033386896360567936,0.004286466619059999,0.006080418755975743,0.03320759416064851,-0.01756357799509772,0.013863084389925095,-0.006282092175613294,0.03099971218382475,0.06425565745852706,-0.003732073800218033,-0.03372221739504137,-0.02134763242608765,0.0312499310536677,0.09321317608307099
ASIX,0.019357067734547484,0.013067880093472359,0.03296663703744128,-0.003238350147447365,0.022815196165323195,-0.018695218123460894,-0.02345682687694471,-0.03928191272424045,-0.03557011561516081,-0.08636858051231136,-0.037750248332238244,0.008556173430701232,0.010186368768639924,0.016236547417360213,0.03265937327259038
ASLE,0.005174208958796722,-0.01931092314977878,0.014849300650316505,-0.0010434741387525337,-0.0029644903630910175,0.005395118326717361,0.006115343811369113,-0.0029293291465310118,0.01465926813721971,-0.0161739158342117,0.02155235689750319,0.017332023123441898,0.017870135231107115,-0.009029996564924396,0.0525119715121565
ASMB,-0.0008282154687592803,0.019467002992411993,0.03398815950351806,0.018927050495623456,-0.007415432042043027,0.028391626229483376,0.029401165697189736,0.003988980873088922,0.03328615645261218,0.005159793208596398,-0.026713158929276414,0.023809407433869088,-0.034429109181387925,-0.02472994487048575,-0.02939072137475612
ASPN,0.005521582934870801,0.006345066560009969,-0.006663347684229671,-0.03617046172886944,0.005574070464400257,-0.001577892973757324,-0.009748541781752922,-0.011320206820174736,0.006090836525256566,-0.011376335334313224,-0.009161487406196106,0.017613101000891515,0.020439328018021764,-0.06021492489773266,0.04626431063507186
ASPS,-0.003643616330598645,-0.004897026314237398,-0.0038936165683489963,0.006908315098309695,0.024961533160587256,-0.0008976974918817084,0.019210565742004894,-0.007882067348165695,-0.017328132391031,-0.004971303480797473,-0.024811026362032654,0.01343119961681762,-0.020937239698930927,-0.013666394391356059,0.008654190850337933
ASRV,-0.004733232058103271,0.0007762162627861198,0.01613402493870991,0.03811188223556366,0.005837291481812562,0.019649406202550415,0.0011244878357012386,-0.019014959183607773,0.029061676975434117,0.02918406403795794,-0.009090861945676255,-0.03919724466932803,-0.017548032228905427,-0.046659520514920005,-0.016760858116258038
ASYS,0.020017439596441568,0.006086054713567931,-0.005381626930724684,-0.025955204722356358,0.001514703420322363,0.007494358708346353,0.030779480150711,-0.009269225444004384,-0.011658425814447874,-0.02781878871421185,-0.0018021108003806047,0.002684671862604744,0.012083535203706282,-0.01008159679268706,0.04998756782534857
ATHE,-0.000279372464459241,0.00804971037178679,-0.015363131252001148,-0.006792617150531541,-0.009297636340709837,-0.006363834109218375,0.016309599012700435,0.019454292169244842,0.008299432223447133,0.008213222498989106,0.06481969133751989,0.0022258709019606186,0.033937706167067025,-0.030996285830685137,0.035569790979035495
ATLO,-0.012405133151592041,-0.028491346672468082,0.00307679206256899,0.003826249561037514,-0.01781238196837654,0.026946276851866326,-0.015356037653681737,-0.006486605662500525,0.05432379544733624,0.032469660964149355,0.014885679445177023,-0.0061512355574246825,0.03360224835888748,-0.03150909283010422,-0.020055715546987797
ATLX,0.010279707762945539,0.001033826261628206,0.008781902572919092,-0.004857678526132825,-0.008673049905495028,-0.020090598564949932,0.007265681165757929,0.017691468414004922,0.012766005521482039,-0.04301579517663988,-0.0457174263233806,0.04478156102352942,-0.03849575082117222,-0.033137090598637585,-0.002582541044560474
ATNI,-0.013385366512899849,-0.00829357941460638,0.05492243816580477,-0.014812159819640243,-0.001975565568862853,0.02485988046447614,0.02606533865974091,-0.06396849431958097,-0.004575056765898272,-0.02596839675634612,-0.024651955064879383,0.01638936668046528,-0.0029649141454573587,0.02289960331051556,-0.0150578718344981
