Ticker,Robotics & AI,AI Infrastructure,Clean Energy,Cybersecurity,Defense,Fintech,US Infrastructure,Agribusiness,Critical Minerals,Water,Timber & Forestry
SPOK,-0.06501777739035736,-0.26974440442968006,-0.01896396861574318,0.266668392550696,0.1852452580391754,-0.25491328566530974,0.12519789972637377,0.24149223691297714,0.2347099166420796,-0.11256171663883158,0.23672492184875146
SPRO,0.03741026119652466,0.32065895646938314,0.20269389675576321,0.028284989434270828,-0.15606788457522952,-0.13357069249290685,-0.03560191942630142,-0.12883813146983547,0.06620150992678098,0.05110353260997583,-0.18202348225635068
SRG,-0.07707985847396943,0.10992975624163828,0.25592193545299174,-0.310642501663703,-0.08656876115572497,0.19178165272294082,-0.08132849449791765,0.020875730955347338,0.34790175417156466,0.19136558694918523,0.10479889631653502
SRI,0.32023542496374857,0.2712086185447472,0.34105053913549604,0.2907801000838118,0.140867696493765,0.06623959084456404,0.2480256447442803,0.09125427057227835,0.2438122131867494,0.24184757899314105,0.2673709540967497
SRTS,-0.24483162960262117,-0.4061716071411091,-0.2664085405980629,-0.5513818107333497,-0.04423982681780272,0.1602741013366621,-0.0772643786730598,-0.0819959457246146,0.04985021741131009,0.10796855883194495,0.15152246478916534
SSBI,0.18199280479058746,0.31052946474895937,0.10043565882763539,0.3024968778874382,0.31094444735869614,0.4146327496006034,-0.08524544975672456,0.1020518446812909,-0.05877609945631682,0.07037127734939988,-0.11455502802146204
SSTI,-0.21109212698518723,-0.07049176556063431,-0.0569593003991878,0.3179761288213638,-0.10398081712214995,0.1915811964766911,0.16510273341893242,0.08975505469084606,0.004506273055263947,-0.1074766197147334,-0.030207852650912994
SSTK,-0.06186184446219101,-0.13022862287236311,-0.13288073405470877,0.3852834492175102,-0.15504288898445384,0.3377117217467591,-0.15369284193843638,-0.15693432846773628,0.015207544455677003,-0.07238723604914112,0.21309322739523112
SSYS,-0.05569886081274864,-0.13279226991928225,0.1386835840734804,0.18742887069270722,-0.06614419621656996,0.036785819419436976,-0.2277394349820815,0.150165597121592,0.2482130795119148,-0.10196451428700656,0.28944306057407143
STEX,-0.08094392487786749,-0.08054632802598347,-0.27180639817278635,0.2056549840521238,0.27341385225653636,0.280011893528745,-0.2710805612883693,-0.04442295203815433,-0.45924796157613007,-0.43891771628627735,-0.4709274291500749
STIM,0.0169732216812748,0.08044207966736402,0.3901697964280707,-0.08737754950134981,0.0371115304617327,0.21965539453491878,0.15121959012279745,0.12022705992591864,0.4707292335933009,0.23608386636191483,0.07446820278134947
STKS,0.2993761866195897,0.08798704000872432,0.1764090248819728,0.20442878175534276,0.5343622639476109,0.4505780725056438,-0.009540092461477197,0.36283904647877135,0.1242543799646251,0.16747102310052814,0.11566908169708694
STRO,-0.11017429362557421,0.04059617693118756,0.4316510774845262,-0.4332210464540643,-0.06398666452384714,-0.4457964386598908,0.05144214014024056,0.06302867383292268,0.342375080631852,0.13061022983457996,-0.1784230753746542
STRS,-0.03825180771765041,-0.11558610290449213,0.10475803725841704,-0.24550622661690175,0.05778514588893364,-0.09533818142555892,0.414539047915947,0.044555042418780465,0.22706285118435357,0.2459074958925396,0.16278318781364234
STRT,0.3179582688542568,0.1418791656772055,0.1530653842764109,-0.041844157331134835,0.3301483724046384,0.16333855660791638,-0.2308695746404781,-0.23290900710648724,0.09774236478668491,-0.3130129765618501,0.008555588113426587
SUPV,0.27755270429364937,0.06655991893877539,0.14189133871012027,0.22103565920105422,0.3320635368129082,0.2453856197714368,-0.05471971527902566,-0.05322876660450829,0.5860965454666134,0.29965692953470213,0.694712716701371
SWBI,-0.2110598737478009,-0.46060852821035864,0.17688825032216385,-0.18481171187183384,-0.2164396239970744,0.11868861610582017,-0.08348106313256215,0.44600052558939246,0.1267282421345256,-0.268634645964927,0.06058196976218621
SXC,0.2550339263516731,-0.22207751485386593,0.3544473790151226,0.05944555053446489,0.45667398887718447,-0.06232160165377076,0.16329344706172325,0.6145143868518588,0.42901866645073283,-0.06377563253265035,0.3105335723816667
SXTC,-0.07240179531393649,0.23225429313311127,0.37750642661211026,0.1053800801001678,-0.14463983553057996,0.2526355406710282,-0.17338732575376825,-0.1775098437197055,0.6186035748720209,0.2383662942658313,0.24604392009100923
TACT,0.07961947391336534,0.14304815634280252,0.18873423511982698,-0.21293307510850945,0.20187122428474868,0.37653933787071436,-0.1698254784673247,0.016265127119591386,0.3198487745359731,0.23986990967022506,0.07016629457140577
TARA,-0.4241913273541914,-0.31376015438898747,-0.2630504347466468,-0.07934436600256944,-0.09144458369512629,-0.034011598882463176,-0.6919394304551634,-0.16407429979571467,0.0366660338569332,-0.0336646338026194,-0.09174158800516821
TATT,0.48629192007417577,0.11588296812177366,0.09565175528008403,0.39477925651835943,0.6553200859112626,0.29088681798746485,0.0813675975280219,0.01773253001650239,0.18766803019117362,0.11628411292218577,0.32520577475645357
TAYD,0.1470877575966838,0.23195912001737742,-0.0456484377971688,0.27927277185780125,0.33535380417873745,0.29195141489482396,0.3168831466739825,0.4507300507096663,-0.22426498239804998,0.12071191218355018,-0.09002855050953372
TBCH,0.2791099039192206,0.30942761502318716,0.1302355467029433,0.3341457034908624,-0.1155993995124032,0.3482645565975292,-0.18642762899334803,-0.0815663335799462,0.03872582121218455,-0.12574387031941925,0.07493958695288924
TBI,-0.24077035366594468,-0.3208981515463594,-0.11270341194838429,0.41298854395172824,0.16725795444615296,0.36622629113885735,-0.10038229992905305,0.10215746977410152,0.09289117226538599,-0.1822839199958737,0.10656620366831811
TBPH,-0.33564884803280043,-0.2724546145457021,-0.20600530192450736,-0.5260967969247589,-0.5288520990532949,-0.44753914614298984,-0.42115696248573176,-0.3225612838022652,-0.21925699645175747,-0.12007680438231076,-0.26995383075994034
TBRG,-0.06458089389711655,-0.32159635140248655,-0.08305806788156897,-0.2829524446649727,0.2254968890917979,0.16868278381372523,-0.178400263770981,-0.06872768598832088,-0.11969633530203792,-0.15032958941130325,-0.2724120748495961
TC,0.17996590972242427,0.012398912433286172,0.2581626812097703,0.20181167699592453,-0.011619731551104465,0.18996837350269424,-0.21167942611264748,0.29542119808122,0.02697985723581469,-0.26573606164974006,-0.03256601347085766
TCI,0.3147729774142812,0.34248367957006925,-0.11328106907739045,-0.07012876017549205,0.36168794503152163,-0.02661732620782254,0.10578006314719925,-0.1914769542592389,-0.18410435711436654,0.20200263406763544,-0.1722905832479341
TCMD,-0.2771928350633868,-0.22052333809705052,-0.44540964383931037,-0.2506746135701816,-0.17737416908623918,0.047068556906942165,-0.3378356511784717,0.0058133260007942065,-0.4678747403352518,0.02393535018815909,-0.28610742116308874
TCX,-0.013421237885083183,-0.29680551782359027,0.12890736579597448,0.18913728171856417,0.18880692523951312,0.2959146386074356,-0.3305011462493631,0.12248958618329456,0.13516615962197273,-0.06090174707675833,0.13218084824762077
TECX,-0.05671614984296499,0.03642752714548221,-0.27147547540564826,0.5284875653381067,0.3547464794002321,0.2178824409356776,-0.28725470958751176,-0.16922700538671892,-0.08122323798846273,-0.18823121135922882,-0.06794967879621858
TENX,0.3035833465293762,0.17423611096003222,0.21944714222356446,0.09075324252934194,0.3934599868933646,0.29092075776634935,-0.011192278898405093,-0.14707606913415666,0.3406321477852392,0.03700011230014591,0.15050318767584914
TG,0.3340839855031859,-0.11323915294434585,0.035269061204836895,0.09487774742254118,0.5880981908777768,-0.1118131954104218,0.1351923007292072,-0.023482877902738546,0.3380417264901855,0.14889257170302916,0.47991575810423687
THFF,-0.13577441003464996,-0.05976013603645352,-0.23287812552171092,-0.034483139877324445,0.21383471761847797,-0.12797428806862046,0.07401261268273143,-0.32740516323800906,-0.3123201931687176,-0.13194626957226588,-0.3881816897720213
THRY,-0.07973824088578903,0.15909709086880378,0.1567950982763071,0.5993497625561273,0.09469038991631755,0.5515564638568565,-0.08577342563230649,0.047424712622352504,0.22162251386417936,-0.002607417313168632,0.10062121992025795
TIPT,-0.13114784082503028,-0.27342141140770343,-0.20350586435460202,-0.380332236360001,0.3949882251391912,0.1654073363403102,0.16871598056080994,0.0765765234171448,0.15585945044946342,0.4011474529971735,0.17772953588349838
TISI,-0.11370028493236309,-0.19587684243990827,-0.13176217748882674,-0.15632156400202238,0.03172669511862728,-0.051802153112606046,0.007988076941165998,-0.07638511740748853,0.2087815915768537,-0.06136620081893874,0.31502843302401706
TITN,0.2837187445061482,-0.2970799021521567,0.20603233005353444,-0.29533140592907203,0.1748297230461139,-0.30686927271092546,0.13240122782570593,0.48738408003655254,0.213629327393345,0.2472837332083888,0.47150660386687715
TK,0.21867546623635722,0.03904908094752362,0.25229592691742064,-0.2036140902051197,0.237208784201526,-0.13591905643516827,0.1324279576619033,0.4798116434631216,0.13142214714756129,-0.05105594197810853,-0.11564812278938684
TLPH,-0.03356621267718845,0.21797423503638322,0.1996740266642964,-0.27310346975854677,-0.06572461945627303,-0.0012738828410128692,-0.02806944408491198,-0.29164657564930135,0.3503730124748474,0.14636340990428665,-0.062240255950448
TLRY,0.11598702353788723,0.27071099790257364,0.18785315265330266,0.4184915008988437,0.1393336595608857,0.17243734044256245,-0.3379406514321457,0.19668180377661545,0.123295976485576,0.00777507844294301,-0.04587558857158411
TLSA,0.011194890338584375,-0.08108930191186306,0.4359290031432193,-0.4842893450726906,-0.2547404354620447,-0.18345345309122912,0.2921861967237293,0.4876184295625053,0.2165051660017172,0.19209469525116118,-0.010118151091805302
TLYS,-0.314822575037772,-0.03505674088340339,0.13782817566187383,-0.1377827003464631,-0.29360231095775635,0.24591529503627937,-0.3778538924597705,0.20529225450121744,0.11312108789230575,-0.05016647413605828,-0.06912346960814479
TONX,0.05317998502425213,-0.21982548972376986,-0.018102955643094828,0.05398011707664401,0.4381736649764747,0.33099848445317576,-0.17483112106684917,-0.17891927584606024,0.45990405364109216,0.11343931873898498,0.35542739794909955
TPVG,-0.013820193874582939,0.25796114450427005,0.03628775090069867,0.15651771012271753,0.0845418049605576,0.5477320970965561,-0.1026152137323449,-0.14124450536427408,0.06496877559463804,0.1538020452863201,-0.06950073346544258
TRAK,-0.4031255229731922,0.01615584744295699,-0.10061931778216465,0.25735450968903,-0.13232054553651335,0.3516849460382933,-0.2637378011272365,-0.22362806642536961,-0.04648417097850639,-0.5159480943988111,-0.384684202063593
TRC,0.04748001250132348,-0.23179255581776312,0.4164585483030706,-0.31529220434788646,0.1977037328623846,-0.2526674301668914,0.23241168290608755,0.34580381133519456,0.25988238130626734,0.10286025721103187,-0.017168810647104224
TREE,-0.25536472028155055,-0.10527816348549678,-0.09239612633228397,-0.21346276996988645,-0.5250002012395588,0.3743705745767509,-0.15656087599198462,-0.34964367971041566,-0.09569882086983933,0.12986778939103255,-0.013245693048399381
TRNS,0.19468199289032087,0.03233872405076009,0.1341561216946503,0.21767175582080234,0.18866018478195126,-0.15307816457841514,0.19731859809827348,0.1735227783119331,0.07355950634297198,-0.03138444480031656,0.1935863072716313
TROO,0.29045279487895526,-0.007125297767673838,0.3312116448626657,0.21335229229846794,0.4167589713788295,0.08599150909111866,-0.27979828105500804,0.1768792527358159,0.2803862396123006,-0.1361847991469566,0.1333216981624072
TROX,0.30160960075982307,0.08009282569381297,0.18693766925064775,0.15092228992691264,-0.049591857559168444,-0.014445232025738197,-0.14052390701442186,0.3006376468821658,0.2742351747764725,0.21652619812698395,0.4864151597584495
TRST,-0.04127771877290353,0.15923709621164728,-0.24977947793450617,0.21364201817544917,0.35052089855787005,-0.05822870658621097,0.0019755560012450807,-0.3859311814313071,-0.36247782817845586,-0.09964587724119099,-0.47282991470514696
TRVG,-0.008964293584554611,-0.16965384343406442,-0.14891193925405252,-0.1450623712586677,0.08142837971468413,0.1609881802147907,-0.3009437127772923,-0.2682883068655576,0.2753899549703225,0.03990793931194852,0.45191898073356174
TSBK,0.023128021960277103,0.2703644845672458,-0.1496563179540124,0.30528186433754706,0.45328130578212666,0.01416880220475123,-0.0011622467110325952,-0.14603901405883182,-0.17675973074603613,0.0008241692137654147,-0.3531385593346952
TSQ,0.33369402395977416,0.12221485263003312,0.07163237868012681,0.12725434732898436,0.4953152880107282,0.3099822727469133,-0.1080750939139093,-0.06342841588412133,0.2498719284044893,0.15983204044468144,0.2570632453886982
TSSI,0.12498782329311423,0.27437540498430885,0.1290524258569524,0.3551256040764008,0.27443113784660284,-0.016088906147667118,0.16103507497585093,-0.2067828203687833,0.0033357539843786375,-0.1921034288776596,-0.0732149900831014
