rebalance_date,residualization,rppca,reference_and_candidate_fit,placebos_and_admission,forward_evaluation,placebo_forward_metrics,total
2023-02-24,0.32037279999349266,6.322805300005712,5.560818500001915,30.528532700031064,1.1278923000209033,3.062447299947962,46.92288989992812
2023-03-31,0.28646760003175586,6.573612500098534,7.542762800003402,32.47673980006948,1.10887370002456,2.722167899948545,50.71064429997932
2023-04-28,0.26949670002795756,5.909473699983209,7.461522799916565,36.140001700026914,2.036289699957706,2.5546035999432206,54.371409000013955
2023-05-26,0.27110480004921556,6.1420018000062555,8.080790300038643,34.132457700092345,1.1245046000694856,1.5325770999770612,51.2834572000429
2023-06-30,0.2507802000036463,6.1010118999984115,4.7830033000791445,30.44307410006877,0.6327996999025345,1.3356290000956506,43.54631369991694
2023-07-28,0.21122830000240356,4.134561400045641,5.089675699942745,30.450610399944708,0.883457800024189,1.3922248999588192,42.1617733000312
2023-08-25,0.22272469999734312,3.9803298000479117,5.3563918001018465,31.909339600009844,1.0080542999785393,1.928424800047651,44.40528419998009
2023-09-29,0.21651219995692372,3.5189864999847487,5.319966399925761,30.765352600021288,0.7227315999334678,1.375238100066781,41.91880310000852
2023-10-27,0.1951655000448227,4.70508530002553,8.813588500022888,30.547576599987224,0.7680596000282094,2.029441299964674,47.05899250006769
2023-11-24,0.2161423999350518,3.714835299993865,4.0416453999932855,31.56645269994624,1.0361778000369668,1.597067299997434,42.17233920004219
2023-12-29,0.19145619997289032,3.7607446999754757,5.916171299992129,30.440679299994372,1.2066506000701338,2.0466673999326304,43.56238559994381
2024-01-26,0.22644409991335124,4.431574000045657,4.4422884999075904,30.24972840002738,0.6483437999850139,1.3869071999797598,41.38530029996764
2024-02-23,0.21116890001576394,4.184462299919687,4.383602800080553,30.84759360004682,1.0444484999170527,1.3597703999839723,42.031062499969266
2024-03-29,0.18219640001188964,3.6196358000161126,4.129266000003554,31.224190399982035,0.633559999987483,1.3562751000281423,41.145137700019404
2024-04-26,0.16575630009174347,5.008256800007075,5.945041000028141,30.364701199927367,0.9308026999933645,1.5771829000441357,43.991760200005956
2024-05-31,0.20052019995637238,3.7018400999950245,5.122206699918024,31.212523799971677,0.8545057000592351,1.69795029994566,42.78956149995793
2024-06-28,0.22355790005531162,3.464576500002295,4.106296200072393,34.685356199974194,1.1102176000131294,2.3252771000843495,45.915298699983396
2024-07-26,0.258053999976255,4.682018000050448,10.7407741000643,32.026588600012474,1.130382200004533,1.8037969999713823,50.64163530000951
2024-08-30,0.20446959999389946,3.595934599987231,6.201681299949996,31.73449729999993,1.0542101999744773,1.359262999962084,44.150070199975744
2024-09-27,0.2007537999888882,3.841126100043766,6.899984100018628,33.06298759998754,1.1264005000703037,1.7822476000292227,46.913517600041814
2024-10-25,0.1898450000444427,3.864905600086786,4.924614700023085,31.635885900002904,1.1081643999787048,1.7692759999772534,43.492706799996085
2024-11-29,0.22980800003279,4.461906699929386,4.635473600006662,31.781442099949345,1.0504495999775827,1.4711470999754965,43.63024680002127
2024-12-27,0.20831450005061924,4.2807125999825075,4.620813100016676,32.20357110002078,1.0234483999665827,1.867109699989669,44.20398790005129
2025-01-31,0.22308639995753765,3.7314303000457585,5.050096899969503,31.65682289993856,1.0317564000142738,1.6578038999577984,43.35101169999689
2025-02-28,0.2155989999882877,4.636983099975623,4.715913099935278,29.68601539998781,1.0029765999643132,1.8823950999649242,42.13989919994492
2025-03-28,0.20953150000423193,3.7262740000151098,5.03918690001592,32.99323319992982,1.0728616999695078,1.3729428000515327,44.41404629999306
2025-04-25,0.21062070003245026,3.8204998000292107,5.058233999996446,33.12541879992932,1.0394794000312686,1.3800251999637112,44.63429250009358
2025-05-30,0.20699850004166365,4.221660600043833,5.142178099951707,32.18075860000681,1.0140167999779806,1.353474500006996,44.11910480004735
2025-06-27,0.2018899000249803,4.431174200028181,4.838449000031687,31.586241899989545,1.039117999956943,1.4293769999640062,43.526267800014466
2025-07-25,0.22080920008011162,4.123352300026454,4.848625399987213,32.28798439993989,1.0843657000223175,2.005575199960731,44.57072960003279
2025-08-29,0.193153899977915,3.7396433000685647,4.946576599963009,32.95092649990693,1.0493308000732213,1.5181922001065686,44.39783819997683
2025-09-26,0.24147980008274317,4.582102800020948,4.366088300012052,32.70476879994385,1.0813823000062257,1.7415871999692172,44.717426800052635
2025-10-31,0.19420840009115636,4.388362500001676,5.0694629000499845,32.99972720001824,1.0405829000519589,1.8451080999802798,45.53746920009144
2025-11-28,0.18141389999073,3.768075800035149,4.995511699933559,32.28917809994891,0.935204999987036,1.3280777999898419,43.49747810000554
2025-12-26,0.19443149992730469,4.130434500053525,5.293026700033806,33.31418750004377,1.0511773000471294,1.7264778999378905,45.70975079992786
2026-01-30,0.22895389993209392,4.317495799972676,5.346050999942236,33.71918989997357,1.0589766000630334,1.642063400009647,46.31275049992837
2026-02-27,0.2152841999195516,4.495316199958324,5.742574400035664,33.2255866000196,1.1578662000829354,1.3368603999260813,46.173504299949855
2026-03-27,0.1922852999996394,3.8188009000150487,5.0920516001060605,29.916174600017257,1.136864300002344,1.6167627000249922,41.772956499946304
2026-04-24,0.21286060009151697,3.6546295000007376,4.848983100033365,31.37405859993305,0.8391477999975905,1.4129482000134885,42.34264330007136
2026-05-29,0.24347350001335144,4.721671300008893,4.516216699965298,32.93790819996502,1.1995309999911115,1.8746882999548689,45.49350710003637
2026-06-26,0.17644629999995232,4.381914700032212,5.151625099941157,33.240372300031595,0.5489571000216529,1.2784336999757215,44.77776420000009
