rebalance_date,theme,rank,actual_penalized_distance,null_alpha_distance,placebo_rank_pvalue,n_placebo_ranks
2021-12-31,Clean Energy,12,1.2274302256159328,1.7330286812641365,0.047619047619047616,20
2021-12-31,Clean Energy,13,1.2487289390795187,1.7455302948306446,0.047619047619047616,20
2021-12-31,Clean Energy,14,1.264415797013636,1.7650373229850067,0.047619047619047616,20
2021-12-31,Clean Energy,15,1.26865692430361,1.7746578058467435,0.047619047619047616,20
2021-12-31,Clean Energy,16,1.274954945425348,1.8211878980359653,0.047619047619047616,20
2021-12-31,Clean Energy,17,1.2831127299734606,1.8612418613319108,0.047619047619047616,20
2021-12-31,Clean Energy,18,1.2925473796868252,1.8845097398060984,0.047619047619047616,20
2021-12-31,Clean Energy,19,1.2994887165999158,1.904872919377728,0.047619047619047616,20
2021-12-31,Clean Energy,20,1.317367036803958,1.9178397502314515,0.047619047619047616,20
2021-12-31,Clean Energy,21,1.3177191843319864,1.938800594463696,0.047619047619047616,20
2021-12-31,Clean Energy,22,1.3479563525366167,1.9905683734836304,0.047619047619047616,20
2021-12-31,Clean Energy,23,1.361640414252448,2.0086849011213666,0.047619047619047616,20
2021-12-31,Clean Energy,24,1.3625973114135368,2.0331143148633033,0.047619047619047616,20
2021-12-31,Clean Energy,25,1.380115108993389,2.057160883645561,0.047619047619047616,20
2021-12-31,Clean Energy,26,1.3863476523733125,2.0767498174967822,0.047619047619047616,20
2021-12-31,Clean Energy,27,1.4020670745598331,2.0376532443588053,0.05,19
2021-12-31,Clean Energy,28,1.4107196907511854,2.077794085953211,0.05,19
2021-12-31,Clean Energy,29,1.425375213190494,2.09967660909019,0.05,19
2021-12-31,Clean Energy,30,1.4258475124663987,2.1142052128446656,0.05,19
2021-12-31,Critical Minerals,1,1.189303294896697,1.2708512058234014,0.047619047619047616,20
2021-12-31,Critical Minerals,2,1.2731813014468494,1.3160655200924922,0.09523809523809523,20
2021-12-31,Critical Minerals,3,1.3138961221323409,1.3701926990644089,0.09523809523809523,20
2021-12-31,Critical Minerals,4,1.3571024887374472,1.4227836198769586,0.09523809523809523,20
2021-12-31,Critical Minerals,5,1.3753733574339242,1.4487418245274508,0.09523809523809523,20
2021-12-31,Critical Minerals,6,1.3827669699187821,1.4605030321247683,0.09523809523809523,20
2021-12-31,Critical Minerals,7,1.4250815085187016,1.4647858001934413,0.09523809523809523,20
2021-12-31,Critical Minerals,8,1.4259839507336904,1.4983630534742207,0.09523809523809523,20
2021-12-31,Critical Minerals,9,1.4362832937802505,1.5557910819125753,0.09523809523809523,20
2021-12-31,Critical Minerals,10,1.4582858287692297,1.583852754636922,0.047619047619047616,20
2021-12-31,Critical Minerals,11,1.460947822937532,1.6669916256798438,0.047619047619047616,20
2021-12-31,Critical Minerals,12,1.4749671032238654,1.6556902237687243,0.05,19
2021-12-31,Critical Minerals,13,1.4909587968243876,1.7012004176341209,0.05,19
2021-12-31,Critical Minerals,14,1.5013801206737107,1.7196643818152222,0.05,19
2021-12-31,Critical Minerals,15,1.52424504929683,1.7328985833880517,0.05,19
2021-12-31,Critical Minerals,16,1.5365159767718524,1.7644405642891547,0.05,19
2021-12-31,Critical Minerals,17,1.5411987121500879,1.8030748247184936,0.05,19
2021-12-31,Critical Minerals,18,1.5442657954041574,1.8155624779492763,0.05,19
2021-12-31,Critical Minerals,19,1.5467388702441887,1.8149682075939841,0.05263157894736842,18
2021-12-31,Critical Minerals,20,1.582169677241947,1.8565208596132974,0.05263157894736842,18
2021-12-31,Critical Minerals,21,1.6342539642470728,1.8708650288819335,0.15789473684210525,18
2021-12-31,Critical Minerals,22,1.7497415473417433,1.903563744908182,0.15789473684210525,18
2021-12-31,Critical Minerals,23,1.763917236252881,1.963359528923707,0.15789473684210525,18
2021-12-31,Critical Minerals,24,1.7777662615283882,1.9880100979463975,0.15789473684210525,18
2021-12-31,Critical Minerals,25,1.8071242968812051,2.0121678439401403,0.15789473684210525,18
2021-12-31,Critical Minerals,26,1.8430712708406625,2.0247676520850897,0.15789473684210525,18
2021-12-31,Critical Minerals,27,1.8880607460236627,2.06088173784238,0.15789473684210525,18
2021-12-31,Critical Minerals,28,1.906471436260792,2.093467969781228,0.15789473684210525,18
2021-12-31,Critical Minerals,29,1.9202908411861226,2.1133425464199043,0.15789473684210525,18
2021-12-31,Critical Minerals,30,1.923748046194087,2.1867589620895527,0.15789473684210525,18
2021-12-31,Cybersecurity,1,1.054666360924718,1.2091097711171064,0.047619047619047616,20
2021-12-31,Cybersecurity,2,1.2061576446537372,1.2621248176714257,0.09523809523809523,20
2021-12-31,Cybersecurity,3,1.2754360122917308,1.2948336608168398,0.14285714285714285,20
2021-12-31,Cybersecurity,4,1.409853023412928,1.3059205311944162,0.2857142857142857,20
2021-12-31,Cybersecurity,5,1.46066413294595,1.3420571795594531,0.2857142857142857,20
2021-12-31,Cybersecurity,6,1.489077097031109,1.366466274662529,0.2857142857142857,20
2021-12-31,Cybersecurity,7,1.5897406810780452,1.3699980926543776,0.3333333333333333,20
2021-12-31,Cybersecurity,8,1.6649092092151339,1.375536944825359,0.3333333333333333,20
2021-12-31,Cybersecurity,9,1.6666951701586743,1.3892647557102733,0.3333333333333333,20
2021-12-31,Cybersecurity,10,1.6671834568519615,1.4019170324412382,0.3333333333333333,20
2021-12-31,Cybersecurity,11,1.6707315648111556,1.4079289997067173,0.2857142857142857,20
2021-12-31,Cybersecurity,12,1.6857499969388337,1.4150906779598205,0.2857142857142857,20
2021-12-31,Cybersecurity,13,1.687438415440646,1.4190886696997493,0.2857142857142857,20
2021-12-31,Cybersecurity,14,1.7605329332956283,1.430462070623563,0.3333333333333333,20
2021-12-31,Cybersecurity,15,1.7631494656470867,1.4459608387945808,0.3684210526315789,18
2021-12-31,Cybersecurity,16,1.7771637035380778,1.452917654533656,0.3157894736842105,18
2021-12-31,Cybersecurity,17,1.802110136076832,1.4654026528104687,0.3157894736842105,18
2021-12-31,Cybersecurity,18,1.8049352435368418,1.492496443621843,0.3157894736842105,18
2021-12-31,Cybersecurity,19,1.8240416639566033,1.506810739094286,0.3157894736842105,18
2021-12-31,Cybersecurity,20,1.8392887549407235,1.5302911929612744,0.3157894736842105,18
2021-12-31,Cybersecurity,21,1.8634677089137535,1.5474244376203483,0.3157894736842105,18
2021-12-31,Cybersecurity,22,1.8708085224086717,1.5752044231819637,0.3157894736842105,18
2021-12-31,Cybersecurity,23,1.9118122715827977,1.5749711599303182,0.3333333333333333,17
2021-12-31,Cybersecurity,24,1.9170118375598824,1.5924175473825704,0.3333333333333333,17
2021-12-31,Cybersecurity,25,1.9589804302947909,1.6066149571562538,0.3333333333333333,17
2021-12-31,Cybersecurity,26,1.999051375297447,1.6178439222083152,0.3333333333333333,17
2021-12-31,Cybersecurity,27,2.0067841482850386,1.6224777386604117,0.3333333333333333,17
2021-12-31,Cybersecurity,28,2.0130131271007454,1.6353418802033013,0.3333333333333333,17
2021-12-31,Cybersecurity,29,2.053786217165425,1.6708266451931038,0.3333333333333333,17
2021-12-31,Cybersecurity,30,2.0736666584664394,1.6857252001790117,0.3333333333333333,17
2021-12-31,Defense,1,0.6959005527992496,1.2066128013990598,0.047619047619047616,20
2021-12-31,Defense,2,0.9078565940608151,1.2864777006902621,0.047619047619047616,20
2021-12-31,Defense,3,1.0407402435136384,1.341500633348469,0.047619047619047616,20
2021-12-31,Defense,4,1.0608625478778475,1.3451624360782342,0.047619047619047616,20
2021-12-31,Defense,5,1.0608670064595236,1.358373312711658,0.047619047619047616,20
2021-12-31,Defense,6,1.1067724527550566,1.3875735393254562,0.047619047619047616,20
2021-12-31,Defense,7,1.160295237119413,1.4020989480634,0.047619047619047616,20
2021-12-31,Defense,8,1.1697435178485862,1.4087442918335966,0.047619047619047616,20
2021-12-31,Defense,9,1.1932273460538558,1.4394254139728795,0.047619047619047616,20
2021-12-31,Defense,10,1.2028346705802773,1.4464653722942777,0.047619047619047616,20
2021-12-31,Defense,11,1.21297038019865,1.4893929841921056,0.047619047619047616,20
2021-12-31,Defense,12,1.2371830032750546,1.4981795711913646,0.047619047619047616,20
2021-12-31,Defense,13,1.2404509091444051,1.5527521304457268,0.047619047619047616,20
2021-12-31,Defense,14,1.2494883903451055,1.5631459191102137,0.047619047619047616,20
2021-12-31,Defense,15,1.265435866658355,1.6023324243779826,0.047619047619047616,20
2021-12-31,Defense,16,1.2665140988631722,1.6110371430971828,0.047619047619047616,20
2021-12-31,Defense,17,1.271898627371164,1.616065198334046,0.047619047619047616,20
2021-12-31,Defense,18,1.2784444573902292,1.6250629259766816,0.047619047619047616,20
2021-12-31,Defense,19,1.2992803929384535,1.6310343551599487,0.047619047619047616,20
2021-12-31,Defense,20,1.3060498974747494,1.6408693894985409,0.047619047619047616,20
2021-12-31,Defense,21,1.318199445944395,1.6834529631763673,0.047619047619047616,20
2021-12-31,Defense,22,1.338296099618096,1.6941489322528798,0.047619047619047616,20
2021-12-31,Defense,23,1.3481701642005308,1.7286146273290866,0.047619047619047616,20
2021-12-31,Defense,24,1.3542512828788569,1.7657947852696891,0.047619047619047616,20
2021-12-31,Defense,25,1.3576679938147735,1.8051476530322164,0.05,19
2021-12-31,Defense,26,1.3623956317266108,1.8235883305425975,0.05,19
2021-12-31,Defense,27,1.3652864466141859,1.8349738584209672,0.05,19
2021-12-31,Defense,28,1.371594150926265,1.8421927465054768,0.05,19
2021-12-31,Defense,29,1.3717160667162211,1.8318787997845147,0.05555555555555555,17
2021-12-31,Defense,30,1.3752552753477594,1.8368364918536866,0.05555555555555555,17
2021-12-31,Fintech,1,1.4261792830011046,1.2592063028605396,0.47619047619047616,20
2021-12-31,Fintech,2,1.5181317004640202,1.3485056729990295,0.42857142857142855,20
2021-12-31,Fintech,3,1.541643561128931,1.4705310925222925,0.38095238095238093,20
2021-12-31,Fintech,4,1.8158754466572675,1.5063631472952594,0.5238095238095238,20
2021-12-31,Fintech,5,1.9253912742065533,1.5342666020714357,0.6190476190476191,20
2021-12-31,Fintech,6,1.9999068992552544,1.5508853283036523,0.6190476190476191,20
2021-12-31,Fintech,7,2.0090331724686386,1.5687402953527558,0.5714285714285714,20
2021-12-31,Fintech,8,2.0446990329493473,1.5732635970700741,0.5714285714285714,20
2021-12-31,Fintech,9,2.0648186177467425,1.6218946145470563,0.5714285714285714,20
2021-12-31,Fintech,10,2.0797718522735003,1.6919382686078843,0.5714285714285714,20
2021-12-31,Fintech,11,2.1766841170623907,1.7242454231918611,0.5238095238095238,20
2021-12-31,Fintech,12,2.196260370270741,1.7804335617719678,0.5238095238095238,20
2021-12-31,Fintech,13,2.205832396249713,1.795881059955178,0.5238095238095238,20
2021-12-31,Fintech,14,2.2235145117758606,1.8294629425957396,0.5238095238095238,20
2021-12-31,Fintech,15,2.3039228000156253,1.835582295756854,0.5238095238095238,20
2021-12-31,Fintech,16,2.3158507430629367,1.8639987620132712,0.47619047619047616,20
2021-12-31,Fintech,17,2.38390411091419,1.8682671377318247,0.5238095238095238,20
2021-12-31,Fintech,18,2.399590134617405,1.897687648102897,0.47619047619047616,20
2021-12-31,Fintech,19,2.40516425510692,2.0338153442150735,0.47619047619047616,20
2021-12-31,Fintech,20,2.414817149626545,2.043516283912655,0.42857142857142855,20
2021-12-31,Fintech,21,2.4478705233671927,2.0492802150386233,0.42857142857142855,20
2021-12-31,Fintech,22,2.4633683078254247,2.0586990461790093,0.45,19
2021-12-31,Fintech,23,2.470238719938317,2.0618914409200464,0.45,19
2021-12-31,Fintech,24,2.4830632792292375,2.134871470451868,0.42105263157894735,18
2021-12-31,Fintech,25,2.5195877230897485,2.1712361224178935,0.42105263157894735,18
2021-12-31,Fintech,26,2.5584535584567814,2.1934256705216693,0.47368421052631576,18
2021-12-31,Fintech,27,2.5774983142351675,2.2062664969365238,0.47368421052631576,18
2021-12-31,Fintech,28,2.580985237612052,2.219097163140847,0.3888888888888889,17
2021-12-31,Fintech,29,2.622774188708286,2.2384439417842517,0.4444444444444444,17
2021-12-31,Fintech,30,2.6751878258920234,2.27966029901848,0.3888888888888889,17
2021-12-31,Robotics & AI,1,1.5347784462159806,1.2781349800137833,0.6190476190476191,20
2021-12-31,Robotics & AI,2,1.6198377924938205,1.4107443074363766,0.38095238095238093,20
2021-12-31,Robotics & AI,3,1.631001577943578,1.5287070908375713,0.3333333333333333,20
2021-12-31,Robotics & AI,4,1.6667713771498511,1.552198188453421,0.2857142857142857,20
2021-12-31,Robotics & AI,5,1.759231547379452,1.6217380918901996,0.2857142857142857,20
2021-12-31,Robotics & AI,6,1.7946592558767074,1.6540008881154356,0.2857142857142857,20
2021-12-31,Robotics & AI,7,1.8100173079559632,1.6766096414580518,0.23809523809523808,20
2021-12-31,Robotics & AI,8,1.836742445332882,1.70180778691551,0.23809523809523808,20
2021-12-31,Robotics & AI,9,1.9035638638129893,1.7069184154939918,0.25,19
2021-12-31,Robotics & AI,10,1.9203823919312815,1.7102621243273266,0.25,19
2021-12-31,Robotics & AI,11,1.9254092930773656,1.7465764571617468,0.25,19
2021-12-31,Robotics & AI,12,1.9396212395282362,1.7819338371375322,0.25,19
2021-12-31,Robotics & AI,13,1.9413594355212573,1.7914910686524355,0.25,19
2021-12-31,Robotics & AI,14,1.973048041433196,1.830934176233626,0.25,19
2021-12-31,Robotics & AI,15,1.9937445667302374,1.8466235915607083,0.2631578947368421,18
2021-12-31,Robotics & AI,16,2.0520070697639845,1.8798455243666716,0.21052631578947367,18
2021-12-31,Robotics & AI,17,2.054843016245821,1.9381654811002538,0.21052631578947367,18
2021-12-31,Robotics & AI,18,2.0685457015161814,2.0070817700171304,0.15789473684210525,18
2021-12-31,Robotics & AI,19,2.147017242734496,2.018751190458414,0.2631578947368421,18
2021-12-31,Robotics & AI,20,2.1651316557442826,2.0305237094179716,0.2631578947368421,18
2021-12-31,Robotics & AI,21,2.1664583529974557,2.0723325303461957,0.21052631578947367,18
2021-12-31,Robotics & AI,22,2.20646650976133,2.076597350599992,0.21052631578947367,18
2021-12-31,Robotics & AI,23,2.206838706287766,2.101184027267383,0.21052631578947367,18
2021-12-31,Robotics & AI,24,2.2220111082354244,2.1229933779142858,0.21052631578947367,18
2021-12-31,Robotics & AI,25,2.2957452437916563,2.159650762733905,0.2631578947368421,18
2021-12-31,Robotics & AI,26,2.3028119977482597,2.1711218969721706,0.21052631578947367,18
2021-12-31,Robotics & AI,27,2.377326513760744,2.1979713797429623,0.2631578947368421,18
2021-12-31,Robotics & AI,28,2.3784277853096665,2.217975592672559,0.21052631578947367,18
2021-12-31,Robotics & AI,29,2.384516205355157,2.223544627979579,0.21052631578947367,18
2021-12-31,Robotics & AI,30,2.4214258557231965,2.250119047363861,0.21052631578947367,18
2021-12-31,Timber & Forestry,1,1.2432028224123264,0.9889781742186793,0.38095238095238093,20
2021-12-31,Timber & Forestry,2,1.369859234804077,1.0794680266541505,0.42857142857142855,20
2021-12-31,Timber & Forestry,3,1.4492356938834021,1.1343375019304351,0.47619047619047616,20
2021-12-31,Timber & Forestry,4,1.5124128221987263,1.1534198239006577,0.42857142857142855,20
2021-12-31,Timber & Forestry,5,1.5708141754242901,1.1676509279831864,0.42857142857142855,20
2021-12-31,Timber & Forestry,6,1.674657644203117,1.1781948196881549,0.5238095238095238,20
2021-12-31,Timber & Forestry,7,1.6821174840255906,1.196510497607877,0.47619047619047616,20
2021-12-31,Timber & Forestry,8,1.6877999993647261,1.20329509843585,0.47619047619047616,20
2021-12-31,Timber & Forestry,9,1.6929524221360919,1.2196310357996598,0.47619047619047616,20
2021-12-31,Timber & Forestry,10,1.707514866604667,1.2289217475816938,0.47619047619047616,20
2021-12-31,Timber & Forestry,11,1.725808702841519,1.2358813896373366,0.47619047619047616,20
2021-12-31,Timber & Forestry,12,1.7348482199226853,1.2382115814889838,0.38095238095238093,20
2021-12-31,Timber & Forestry,13,1.7757555280225494,1.2521229982724387,0.42857142857142855,20
2021-12-31,Timber & Forestry,14,1.78040966896237,1.264653163450818,0.38095238095238093,20
2021-12-31,Timber & Forestry,15,1.7958156070399474,1.2745626694147778,0.38095238095238093,20
2021-12-31,Timber & Forestry,16,1.8012349323543384,1.2757021785724616,0.38095238095238093,20
2021-12-31,Timber & Forestry,17,1.8469748820917422,1.2791331569710866,0.42857142857142855,20
2021-12-31,Timber & Forestry,18,1.8695624772376664,1.2859818345520935,0.47619047619047616,20
2021-12-31,Timber & Forestry,19,1.8980408296696591,1.2972588831184075,0.42857142857142855,20
2021-12-31,Timber & Forestry,20,1.9201650710505929,1.310723379447959,0.42857142857142855,20
2021-12-31,Timber & Forestry,21,1.9302625010682926,1.3189746265639561,0.42857142857142855,20
2021-12-31,Timber & Forestry,22,1.9587377062668017,1.3206623023375892,0.42857142857142855,20
2021-12-31,Timber & Forestry,23,2.023123761931172,1.3341173339527648,0.5238095238095238,20
2021-12-31,Timber & Forestry,24,2.034564445116471,1.3361588613831887,0.47619047619047616,20
2021-12-31,Timber & Forestry,25,2.055301795044037,1.3506183339003865,0.47619047619047616,20
2021-12-31,Timber & Forestry,26,2.0660700198296387,1.3531333859482781,0.47619047619047616,20
2021-12-31,Timber & Forestry,27,2.1051629560145555,1.3654449915137483,0.47619047619047616,20
2021-12-31,Timber & Forestry,28,2.1275565649994173,1.3700615843699786,0.47619047619047616,20
2021-12-31,Timber & Forestry,29,2.1323594731408497,1.3747368731780716,0.47619047619047616,20
2021-12-31,Timber & Forestry,30,2.147267370051064,1.385904529949703,0.47619047619047616,20
2021-12-31,US Infrastructure,1,1.1125631978237145,0.9987670398316146,0.3333333333333333,20
2021-12-31,US Infrastructure,2,1.4652883912929497,1.0493805844911783,0.6190476190476191,20
2021-12-31,US Infrastructure,3,1.5425097444980538,1.085680884689238,0.5714285714285714,20
2021-12-31,US Infrastructure,4,1.6309906258086222,1.0949119689453877,0.6666666666666666,20
2021-12-31,US Infrastructure,5,1.6667461817319678,1.101678888184378,0.6190476190476191,20
2021-12-31,US Infrastructure,6,1.7698791490675219,1.1340515359125483,0.7142857142857143,20
2021-12-31,US Infrastructure,7,1.7711892096267352,1.1626726624586396,0.7142857142857143,20
2021-12-31,US Infrastructure,8,1.8043527253298408,1.1731906647812638,0.7142857142857143,20
2021-12-31,US Infrastructure,9,1.8126312303482206,1.1858537838033716,0.7142857142857143,20
2021-12-31,US Infrastructure,10,1.8162233620285433,1.2075793410553703,0.7142857142857143,20
2021-12-31,US Infrastructure,11,1.818720768870246,1.2101076268314983,0.6666666666666666,20
2021-12-31,US Infrastructure,12,1.8367007736472778,1.2112898048901102,0.6666666666666666,20
2021-12-31,US Infrastructure,13,1.8536737944105037,1.2314350667402059,0.6190476190476191,20
2021-12-31,US Infrastructure,14,1.8748730253624155,1.2338106789476975,0.6190476190476191,20
2021-12-31,US Infrastructure,15,1.9177259055422105,1.239048487153632,0.6666666666666666,20
2021-12-31,US Infrastructure,16,1.9386298959373025,1.246739991877988,0.6666666666666666,20
2021-12-31,US Infrastructure,17,1.9551775583751607,1.2507969209361312,0.6666666666666666,20
2021-12-31,US Infrastructure,18,1.9835181790873206,1.2838790521738768,0.6666666666666666,20
2021-12-31,US Infrastructure,19,2.0052373169977247,1.285861173805359,0.6666666666666666,20
2021-12-31,US Infrastructure,20,2.005888016327025,1.29719151052169,0.6190476190476191,20
2021-12-31,US Infrastructure,21,2.014865559044021,1.297387468986782,0.6190476190476191,20
2021-12-31,US Infrastructure,22,2.026286187718088,1.314954380562895,0.5714285714285714,20
2021-12-31,US Infrastructure,23,2.0323737343821393,1.3247359918556239,0.5714285714285714,20
2021-12-31,US Infrastructure,24,2.0393668690849056,1.3281477607914625,0.5714285714285714,20
2021-12-31,US Infrastructure,25,2.064403902504681,1.3344288402371545,0.5714285714285714,20
2021-12-31,US Infrastructure,26,2.0786603052178547,1.3392322258699978,0.5714285714285714,20
2021-12-31,US Infrastructure,27,2.0798487614491523,1.3468775064597411,0.5714285714285714,20
2021-12-31,US Infrastructure,28,2.0837951815649536,1.349163561196883,0.5714285714285714,20
2021-12-31,US Infrastructure,29,2.1068111903469857,1.3558783665285938,0.5714285714285714,20
2021-12-31,US Infrastructure,30,2.160415910080668,1.3621231356217902,0.5714285714285714,20
2021-12-31,Water,1,1.0519816286510892,1.1536826571810477,0.047619047619047616,20
2021-12-31,Water,2,1.3013011837996493,1.2364719748837243,0.2857142857142857,20
2021-12-31,Water,3,1.468482757404118,1.249421093218992,0.38095238095238093,20
2021-12-31,Water,4,1.4992395752284298,1.2507920002892892,0.3333333333333333,20
2021-12-31,Water,5,1.5041490198625804,1.3109800844737973,0.2857142857142857,20
2021-12-31,Water,6,1.5377076209051275,1.314695005887545,0.2857142857142857,20
2021-12-31,Water,7,1.5708933368740599,1.3318860528955483,0.2857142857142857,20
2021-12-31,Water,8,1.6374810549965277,1.3494703565001065,0.3333333333333333,20
2021-12-31,Water,9,1.6585890274956756,1.355935537129124,0.3333333333333333,20
2021-12-31,Water,10,1.6751355729743678,1.363532420144264,0.3333333333333333,20
2021-12-31,Water,11,1.6992866749972855,1.3671406770323113,0.3333333333333333,20
2021-12-31,Water,12,1.7039698539378865,1.3757452852294614,0.2857142857142857,20
2021-12-31,Water,13,1.7075031586285125,1.390666811434126,0.2857142857142857,20
2021-12-31,Water,14,1.7127606865058957,1.3996316872744776,0.2857142857142857,20
2021-12-31,Water,15,1.7746215441729853,1.4346290628549765,0.2857142857142857,20
